id	desc
80250319	When this card is Normal Summoned: You can target 1 "Graydle" monster in your Graveyard; for the rest of this turn, you cannot Special Summon other monsters, except WATER monsters, also Special Summon that monster, then you can Special Summon from your hand, 1 Aqua-Type monster with the same Level as the monster Special Summoned by this card's effect. When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 "Graydle" monster from your Deck.
80254726	When a monster your opponent controls activates its effect: You can send 1 face-up "Blackwing" monster you control to the GY; negate the activation, and if you do, destroy it, then, you can Special Summon 1 "Black-Winged Dragon" from your Extra Deck. If you control a "Blackwing" Synchro Monster or "Black-Winged Dragon", you can activate this card from your hand.
80280737	Tribute 1 Synchro Monster; Special Summon 1 "/Assault Mode" monster, whose name includes the Tributed monster's name, from your Deck in Attack Position.
80280944	Cannot attack directly. If this card is banished: You can Special Summon this card, and if you do, this card gains 200 ATK for each of your banished Dinosaur monsters. You can only use this effect of "Giant Rex" once per turn.
80304126	Monsters your opponent controls cannot target face-up Spellcaster-Type monsters for attacks, except this one.
80312545	When this card is activated: Add 1 "Uria, Lord of Searing Flames", 1 "Hamon, Lord of Striking Thunder", 1 "Raviel, Lord of Phantasms", or 1 monster that specifically lists any of those names in its text, from your Deck to your hand. Once per turn: You can discard 1 card; Special Summon 1 Fiend monster with 0 ATK and DEF from your GY. Once per turn, if you control a Level 10 monster: You can add 1 Continuous Spell from your GY to your hand. You can only activate 1 "The Seven Spirit Gates Unleashed" per turn.
80316585	(This card's name is always treated as "Harpie Lady".)
80321197	[INVALID_DATA]
80335817	[INVALID_DATA]
80344569	At the start of the Damage Step, if this card battles an opponent's monster: You can return both the opponent's monster and this card to the hand.
80352158	Target 1 of your Machine or Rock monsters, that is banished or is in your GY, that cannot be Normal Summoned/Set; Special Summon it.
80367387	During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Warrior-Type monster in your hand. If this card destroys an opponent's monster by battle, it can attack once again in a row.
80368942	Special Summon 1 "Chrysalis" monster from your Deck for each "Neo-Spacian" monster with a different name in your Graveyard.
80402389	When a face-up Insect monster is destroyed by battle or card effect and sent to the GY: Its controller can add 1 Insect monster with the same Level as the destroyed monster from their Deck to their hand.
80441106	When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.
80457744	If you control a face-up Tuner monster, you can Special Summon this card from your hand in face-up Defense Position. All Warrior-Type monsters you control gain 300 ATK.
80476891	[INVALID_DATA]
80485722	At the start of the Damage Step, if this card battles a DARK monster: Destroy that monster.
80495985	When this card is Normal or Flip Summoned: You can add 1 "Photon Sabre Tiger" from your Deck to your hand. If you do not control another "Photon Sabre Tiger", this card loses 800 ATK.
80513550	This card cannot be Normal Summoned or Set. This card can only be Special Summoned by controlling 3 or more face-up Continuous Spell Cards. When this attacking card inflicts Battle Damage to your opponent, your opponent selects and sends 1 card from their hand to the Graveyard, and you draw 1 card. During your Standby Phase, if this card is in your Graveyard and was sent there from the field, you can send 1 face-up Continuous Spell Card you control to the Graveyard to Special Summon this card from the Graveyard.
80516007	"Fusionist" + "Enchanting Mermaid"
80532587	[INVALID_DATA]
80538728	When a face-up "Wind-Up" monster you control is targeted for an attack: You can negate the attack. This effect can only be used once while this card is face-up on the field.
80549379	If this face-up card is destroyed while in the Monster Card Zone, you can equip it to 1 face-up Winged Beast-Type "Dragunity" monster you control, instead of sending it to the Graveyard.
80551130	Target 1 of your banished Fairy monsters; Special Summon it. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.
80555062	While this card is in face-up Defense Position, other "Bujin" monsters you control cannot be destroyed by card effects.
80555116	When your opponent Normal Summons a monster, this card gains 300 ATK until the End Phase.
80559548	Cannot attack the turn it is Normal Summoned. Once per turn: You can target 1 face-up monster on the field; change this card to Defense Position, and if you do, that target loses 800 ATK until the end of this turn.
80560728	Activate this card by targeting 1 face-up Attack Position monster your opponent controls. At the end of the Damage Step, when it attacks a monster, but the attack target was not destroyed by the battle: You can banish 1 monster from your Graveyard; it must attack again in a row. If the targeted monster leaves the field, destroy this card.
80566312	This card is used to Ritual Summon "Saffira, Queen of Dragons". You must also Tribute monsters from your hand or field whose total Levels equal 6 or more. If a Ritual Monster(s) you control would be destroyed by battle or card effect while this card is in your Graveyard, you can banish this card instead.
80577258	[INVALID_DATA]
80584548	Tribute 1 monster, then target 1 card your opponent controls; destroy it.
80600490	He yoozes both a physical and a shadow form ta attack. So he's a tough monstah ta beat!
80604091	During your Main Phase or your opponent's Battle Phase: You can pay 500 Life Points; immediately after this effect resolves, Normal Summon/Set 1 monster.
80604092	During your Main Phase or your opponent's Battle Phase: You can pay 500 Life Points; immediately after this effect resolves, Normal Summon/Set 1 monster.
80627281	If a "Marincess" Link Monster(s) you control is destroyed by battle or card effect: Target 1 of those monsters; Special Summon 1 "Marincess" Link Monster from your Extra Deck with a lower Link Rating than that monster. (This is treated as a Link Summon.) It is unaffected by your opponent's card effects while you control it. You can only activate 1 "Marincess Snow" per turn.
80630522	While you control a Level 11 or lower "Flower Cardian" monster: You can Special Summon this card from your hand, also you cannot Normal or Special Summon monsters for the rest of this turn, except "Flower Cardian" monsters. When this card is targeted for an attack: You can negate the attack, end the Battle Phase, then draw 1 card.
80637190	When this card destroys an opponent's Defense Position monster by battle, you can select and Special Summon 1 Level 4 or lower Insect-Type monster from your Graveyard.
80651316	When this card is Special Summoned by the effect of an "Evoltile" monster: It gains 200 ATK. If this card was Special Summoned by the effect of an "Evoltile" monster, each time this card destroys an opponent's monster by battle: You can add 1 "Evoltile" monster from your Deck to your hand.
80666118	[INVALID_DATA]
80678380	Activate by showing your opponent 1 "Venom" monster in your hand. Negate the activation and effect of an opponent's Spell Card, and destroy it.
80696379	[INVALID_DATA]
80701178	You can reveal 1 Ritual Monster in your hand; Special Summon both this card from your hand and 1 "Impcantation" monster from your Deck, except "Impcantation Talismandra". If this card is Special Summoned from the Deck: You can add 1 Ritual Monster from your Deck to your hand. You can only use 1 "Impcantation Talismandra" effect per turn, and only once that turn. You cannot Special Summon monsters from the Extra Deck.
80723580	When 2 or more monsters are Special Summoned at the same time: Destroy all monsters on the field.
80727036	"Sea Kamen" + "Gruesome Goo" + "Amazon of the Seas"
80727721	You can Tribute this card to select 1 Level 4 or lower "Jurrac" monster in your Graveyard, except "Jurrac Aeolo". Special Summon that monster from the Graveyard.
80741828	As long as this card remains face-up on the field, increase the ATK of all DARK monsters by 500 points and decrease the ATK of all LIGHT monsters by 400 points.
80744121	During your Standby Phase, if this card is in your Graveyard because it was destroyed by battle and sent there since your last Standby Phase: Target 1 "Destiny HERO" monster in your Graveyard, except a "Destiny HERO - Fear Monger"; Special Summon that target.
80758812	[INVALID_DATA]
80764541	[INVALID_DATA]
80769747	During your Main Phase, you can equip this card to 1 face-up monster your opponent controls. That monster loses 800 ATK and DEF. When it is destroyed by battle and sent to the Graveyard, its controller sends cards equal to its Level from the top of their Deck to the Graveyard.
80770678	A spirit that soothes the soul with the music of its heavenly harp.
80773359	[INVALID_DATA]
80794697	If this face-up card leaves the field: You can discard 1 Cyberse monster, and if you do, draw 2 cards. You can only use this effect of "Flame Bufferlo" once per turn.
80796456	[INVALID_DATA]
80801743	Special Summon 1 "Unchained" monster from your hand or GY. If this Set card is destroyed by card effect: You can Special Summon 1 "Unchained" monster from your Deck. You can only use each effect of "Abominable Chamber of the Unchained" once per turn.
80802524	When exactly 1 face-up "Ghostrick" monster you control (and no other cards) is destroyed by battle or an opponent's card effect and sent to your Graveyard: Target 2 "Ghostrick" monsters in your Graveyard with different names from the destroyed monster; Special Summon them in face-down Defense Position.
80811661	This card is used to Ritual Summon "Hungry Burger". You must also offer monsters whose total Level Stars equal 6 or more as a Tribute from the field or your hand.
80813021	Although a poor defender, this monster's sharp horn gives it an edge when attacking.
80825553	Smoke Balls are newly born Cloudians. They fear being alone, and would rather swing and sway in the sky with their friends.
80831552	If only your opponent controls a monster, you can Special Summon this card (from your hand). While you control a Link-3 or higher "Dinowrestler" monster, face-up monsters you control are unaffected by the activated effects of your opponent's Link-3 or lower monsters.
80831721	If you have a "Winged Kuriboh" monster in your GY: Pay half your LP; add 1 "Polymerization" Spell or "Fusion" Spell from your Deck to your hand. If this card is in your GY: You can banish 3 copies of "Sabatiel - The Philosopher's Stone" from your GY, then target 1 monster on the field; it gains ATK equal to the ATK of the monster on the field with the highest ATK (your choice, if tied), until the end of this turn.
80863132	Activate only when an effect of drawing card(s) is activated. Both players see the cards drawn by the effect and discard them all to the Graveyard.
80885284	Cannot be Normal Summoned, unless you control a "Ghostrick" monster. Once per turn: You can change this card to face-down Defense Position. When this card is flipped face-up: You can add from your Deck to your hand, 1 "Ghostrick" monster whose Level is less than or equal to the number of "Ghostrick" monsters you control. You can only use this effect of "Ghostrick Jiangshi" once per turn.
80885324	If this card attacks a face-down Defense Position monster, you can destroy the monster immediately with this card's effect without flipping it face-up or applying damage calculation. If you do, this card is changed to Defense Position at the end of the Battle Phase. This card's battle position cannot be changed until the end of your next turn, except with a card effect.
80887714	Target 1 face-up Xyz Monster on the field that has no Xyz Material; destroy that target.
80887952	This card can be Special Summoned by Tributing 1 "Helios - The Primordial Sun" on your side of the field. The ATK and DEF of this card become the number of monsters that are removed from play x 200 points. If this card is destroyed as a result of battle and sent to the Graveyard, this card will be Special Summoned during the End Phase, increasing the ATK and DEF by 300 points.
80889750	[INVALID_DATA]
80896940	[INVALID_DATA]
80908502	You can discard this card to the Graveyard; add 1 "Skyscraper" from your Deck to your hand. If "Skyscraper" is not face-up on the field, destroy this card.
80921533	During any Main Phase: The turn player can pay 1000 LP x the number of monsters normally needed for the Tribute Summon of a monster (max. 2000); that player Normal Summons/Sets that monster without Tributing. (This is their one Normal Summon/Set for that turn. This is not a Tribute Summon.)
80925836	During each of your End Phases, destroy this card unless you send 1 "Iron Core of Koa'ki Meiru" from your hand to the Graveyard or reveal 1 Fiend-Type monster in your hand. Negate the effects of LIGHT and DARK monsters that activate during the Main Phase.
80949182	[INVALID_DATA]
80955168	When a Zombie monster(s) is Special Summoned from your opponent's GY to your field: Target 2 cards on the field; destroy them.
80959027	[INVALID_DATA]
80965043	You can target 1 face-up monster on the field; you cannot Special Summon monsters from the Extra Deck for the rest of this turn, except Cyberse monsters, also Special Summon this card from your hand (but it cannot attack this turn), and if you do, the targeted monster gains 1000 ATK until the end of this turn. You can only use this effect of "Mathmech Addition" once per turn.
80978111	When your opponent Normal or Special Summons a monster(s), except during the Damage Step: You can Special Summon this card from your hand to the opponent's field in Defense Position. The controller of this card cannot Xyz Summon.
80987696	When a monster is destroyed by battle and sent to the GY: Special Summon that monster to the same field it was on, in the same battle position it was in when destroyed.
81000306	Target 1 face-up monster you control; this turn, it cannot be destroyed by battle, players take no battle damage from its attacks, and if it attacks an opponent's monster, destroy that opponent's monster after damage calculation.
81003500	[INVALID_DATA]
81020140	When this card is destroyed and sent to the Graveyard by battle, you can place 1 "Volcanic" monster in your Deck on top of your Deck.
81020646	[INVALID_DATA]
81028112	When this card is Normal or Special Summoned: You can target 1 card in your opponent's Graveyard; place it on either the top or bottom of their Deck. You can only use this effect of "Wattsychic Fighter" once per turn.
81034083	When this card is Normal Summoned: You can add 1 "Uria, Lord of Searing Flames", 1 "Hamon, Lord of Striking Thunder", 1 "Raviel, Lord of Phantasms", or 1 card that specifically lists any of those names in its text, from your Deck to your hand, except "Dark Beckoning Beast". You can only use this effect of "Dark Beckoning Beast" once per turn. During your Main Phase, you can Normal Summon 1 Fiend monster with 0 ATK and DEF, in addition to your Normal Summon/Set. (You can only gain this effect once per turn.)
81035362	Fiend monsters you control, except "Fiendish Rhino Warrior", cannot be destroyed by battle or card effects. If this card is sent to the GY: You can send 1 Fiend monster from your Deck to the GY, except "Fiendish Rhino Warrior". You can only use this effect of "Fiendish Rhino Warrior" once per turn.
81055000	[INVALID_DATA]
81057455	Once per turn, if there are less than 3 Kaiju Counters on this card: You can target 1 "Kaiju" monster on the field; change it to face-down Defense Position, then place 1 Kaiju Counter on this card (max. 3). If this card in your possession is destroyed by an opponent's card and sent to your Graveyard: You can draw 2 cards. You can only use this effect of "Kaiju Capture Mission" once per turn.
81057959	Gifted with the power of dragons, this warrior wields a sword created from a dragon's fang.
81059524	If this card destroys an opponent's monster by battle and sends it to the Graveyard: Inflict 500 damage to your opponent. Each time a Normal or Quick-Play Spell Card resolves, this card gains 200 ATK until the end of this turn.
81066751	When a Spell/Trap Card, or monster effect, is activated, while "The Sanctuary in the Sky" is on the field: Negate the activation, and if you do, destroy it.
81105204	If you control a "Blackwing" monster other than "Blackwing - Kris the Crack of Dawn", you can Special Summon this card (from your hand). You can only Special Summon "Blackwing - Kris the Crack of Dawn" once per turn this way. Once per turn, this card cannot be destroyed by Spell/Trap effects.
81109178	(Quick Effect): You can discard this card; inflict 1000 damage to your opponent, and if you do, skip your next Draw Phase. You can only use this effect of "Fire Cracker" once per turn. Each time your opponent takes effect damage, place 1 counter on this card. Once per turn, during the End Phase: Remove all counters from this card that were placed by its effect, and if you do, inflict 300 damage to your opponent for each.
81119816	If this card is sent to the GY as material for the Fusion or Link Summon of a "Prank-Kids" monster: You can send 1 "Prank-Kids" card from your Deck to the GY, except "Prank-Kids Fansies", then you can Special Summon 1 "Prank-Kids" monster from your hand or Deck in Defense Position, except "Prank-Kids Fansies". You can only use this effect of "Prank-Kids Fansies" once per turn.
81122844	[INVALID_DATA]
81128478	Remove from play 1 Insect-Type monster from your Graveyard and select 1 monster your opponent controls. Destroy the selected monster.
81146288	Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by banishing 2 Level 7 or higher Plant-Type monsters (1 from your hand and 1 from your Graveyard). Once per turn: You can negate the effects of all other face-up cards currently on the field, until the end of this turn.
81167171	During the Battle Phase, if an "Elemental HERO" monster you controlled was destroyed by battle this turn: Make the Battle Damage from 1 of your opponent's monsters 0.
81171949	When this card is activated: Shuffle this card from the field into the Deck. When this card in your possession is sent to your Graveyard by an opponent's card effect: Banish this card. If 3 of your "Jackpot 7" are currently banished, and were all banished by this effect, you win the Duel.
81172176	Toss a coin and call it. If you call it right, all your opponent's cards in the Graveyard are removed from play immediately. If you call it wrong, send a number of cards equal to the cards in your opponent's Graveyard from your Deck to your Graveyard.
81172177	Toss a coin and call it. If you call it right, all your opponent's cards in the Graveyard are removed from play immediately. If you call it wrong, send a number of cards equal to the cards in your opponent's Graveyard from your Deck to your Graveyard.
81179446	Attacks enemies by spitting thin, sticky webs.
81191584	Target 2 DARK monsters with 0 DEF in your GY; add those targets to your hand.
81193865	Equip only to a Machine Fusion Monster. Your opponent cannot activate cards or effects during your Battle Phase. At the end of the Damage Step, if the equipped monster attacked an opponent's monster: You can banish 1 "Cyber Dragon" monster from your GY; the equipped monster can attack an opponent's monster again in a row. Your other monsters cannot attack the turn you activate this effect.
81197327	[INVALID_DATA]
81210420	During your opponent's Battle Phase: Choose 2 Spell/Trap Cards from your Deck and 1 monster in your Main Monster Zone. Special Summon them as Normal Monsters (ATK 0/DEF 0) in face-down Defense Position, Set the chosen monster if it is face-up, and shuffle them on the field. The 2 cards chosen from your Deck are destroyed at the end of the Battle Phase, and cannot remain on the field except during this Battle Phase.
81218874	Pay 500 Life Points to target 1 Level 4 or lower "Steelswarm" monster in your Graveyard; Special Summon it from the Graveyard.
81223446	Fusion Summon 1 Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your GY face-down, but it cannot attack this turn.
81231742	All monsters you control gain 300 ATK during your turn only. All monsters you control gain 300 DEF during your opponent's turn only.
81254059	You can Tribute Summon this card in face-up Attack Position by Tributing 1 Reptile-Type "Worm" monster. Once per turn, you can Tribute 1 Reptile-Type "Worm" monster to Special Summon from your Deck 1 Reptile-Type "Worm" monster with a Level less than or equal to the Tributed monster.
81263643	[INVALID_DATA]
81269231	At the end of the Damage Step, when this card that was Tribute Summoned by Tributing an "Ancient Gear" monster battles an opponent's monster, but the opponent's monster was not destroyed by the battle: You can banish that opponent's monster. If this card was Tribute Summoned by Tributing a "Gadget" monster, it can attack all monsters your opponent controls, once each. If an "Ancient Gear" monster you control attacks, your opponent's Spell/Trap Cards and monster effects cannot be activated until the end of the Damage Step.
81275020	If you control no monsters, you can Special Summon this card (from your hand). When this card is Normal or Special Summoned: You can add 1 "Speedroid" monster from your Deck to your hand, except "Speedroid Terrortop". You can only use this effect of "Speedroid Terrortop" once per turn.
81275309	When an effect resolves that was activated by an Effect Monster that was on your opponent's side of the field, they must discard 1 card or the effect is negated (their choice).
81278754	Once per turn, you can flip this card into face-down Defense Position. When this card is flipped face-up, you can return monsters your opponent controls to their owners' hand up to the number of face-up "Frog" monsters you control, except "Frog the Jam".
81306186	[INVALID_DATA]
81306586	All face-up WATER monsters you control gain 200 ATK. When this card is flipped face-up: Target 1 card your opponent controls; return that target to the hand.
81325903	Target 1 "Amazoness" monster you control and 1 face-up monster your opponent controls; switch the original ATK of those targets until the end of this turn.
81330115	[INVALID_DATA]
81332143	Offer your opponent a handshake. If they accept your handshake, each player's Life Points become half the combined Life Points of both players. If you have "Unity" in your hand and show it to your opponent, they must accept the handshake.
81336148	If a Warrior-Type monster you control attacks your opponent's monster, and the opponent's monster is not destroyed by battle, at the end of the Damage Step you can Special Summon this card from your hand. During battle between this attacking card and a Defense Position monster whose DEF is lower than the ATK of this card, inflict the difference as Battle Damage to your opponent.
81344637	If you control an "Evil Eye" monster, you can Special Summon this card (from your hand). You can only Special Summon "Basilius, Familiar of the Evil Eye" once per turn this way. During your Main Phase: You can send 1 "Evil Eye" Spell/Trap from your Deck to the GY. You can only use this effect of "Basilius, Familiar of the Evil Eye" once per turn.
81354330	When this card you control is destroyed by battle with an opponent's attacking monster and sent to your Graveyard: You can Special Summon 1 Warrior-Type monster with 1500 or less ATK from your Deck in Attack Position.
81380218	Increase the DEF of all Defense Position monsters by 500 points.
81383947	During your Standby Phase, increase your Life Points by 400 points for each monster on your side of the field.
81384993	Target 1 "Malefic" monster in your GY; Special Summon it, ignoring its Summoning conditions, but its effects are negated, also banish it during the End Phase.
81385346	If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you do, inflict 500 damage to its controller.
81386177	This is one sea creature whose wrath is something monsters fear to face.
81426505	[INVALID_DATA]
81434470	This card cannot be Normal Summoned or Set. This card cannot be Special Summoned except by Tributing 1 "Ocean's Keeper". Your opponent must play with their hand revealed.
81439173	Send 1 monster from your Deck to the GY.
81439174	Send 1 monster from your Deck to the GY.
81443745	Once per turn: You can send 1 WATER monster from your hand to the GY, then target 1 card in your opponent's GY; banish that target.
81470373	If you control no monsters and have this card in your hand: You can banish 1 other "Blackwing" monster from your hand; place 1 "Black Whirlwind" from your Deck face-up in your Spell & Trap Zone, then, either send this card to the GY, or immediately after this effect resolves, Normal Summon it without Tributing. You cannot Special Summon monsters from the Extra Deck for the rest of this turn, except DARK monsters. You can only use this effect of "Blackwing - Simoon the Poison Wind" once per turn. During the End Phase, send the "Black Whirlwind" placed by this effect to the GY, and if you do, take 1000 damage.
81471108	You can target 1 "Utopia" monster you control; equip this monster from your hand or your side of the field to that target. It gains 1300 ATK. While this card is equipped to a monster, your opponent cannot target that monster with card effects. If a monster equipped with this card would be destroyed by battle, destroy this card instead. You can only control 1 face-up "ZW - Tornado Bringer".
81480460	Once per turn: You can target 1 monster your opponent controls; toss a coin 3 times and destroy it if at least 2 of the results are heads.
81481818	This card is also treated as a "Frightfur" monster while face-up on the field. This card on the field can be used as a substitute for any 1 Fusion Material whose name is specifically listed on a "Frightfur" Fusion Monster, but the other Fusion Material(s) must be correct.
81489939	Reduce the Levels of all monsters your opponent controls by 1.
81492226	A very fragile jar that contains something ancient and dangerous.
81510157	Target 1 face-up monster your opponent controls; destroy that target, then your opponent gains 1000 LP.
81524756	You can Special Summon this card (from your hand) in Defense Position to your zone a Link Monster points to. You can only Special Summon "Crusadia Maximus" once per turn this way. You can target 1 "Crusadia" Link Monster you control; this turn, if it battles an opponent's monster, any battle damage it inflicts to your opponent is doubled, also other monsters you control cannot attack. You can only use this effect of "Crusadia Maximus" once per turn.
81524977	Each time a Plant-Type monster(s) is Summoned, place 1 Plant Counter on this card (max. 5). You can send this card to the Graveyard to inflict 500 damage to your opponent for each Plant Counter on it.
81558967	During your Main Phase: You can excavate the top cards of your Deck equal to the number of other "Valkyrie" monsters you control, and if you do, add 1 excavated Normal Spell/Trap to your hand, also send the remaining cards to the GY. Otherwise, shuffle all excavated cards into the Deck. When this card is destroyed by battle and sent to the GY: You can Special Summon 1 "Valkyrie" monster from your Deck. You can only use each effect of "Valkyrie Vierte" once per turn.
81563416	This fairy protects a fountain from any who seek to muddy its waters.
81566151	[INVALID_DATA]
81570454	(Quick Effect): You can target 1 face-up monster you control; equip this card from your hand to that target as an Equip Spell that makes it gain 500 ATK. During the End Phase, if this card is in the GY because it was sent there this turn: You can add 1 FIRE Warrior monster or 1 Equip Spell from your Deck to your hand, except "Flame Noble Knight Roland". You can only use each effect of "Flame Noble Knight Roland" once per turn.
81571633	[INVALID_DATA]
81587028	If this card is destroyed and sent to the Graveyard: You can Special Summon from your Deck, 2 Normal Monsters with different names whose ATK or DEF is 0, in face-up Defense Position, but they cannot be used as Synchro Material, also they are destroyed during your next End Phase. You can only use this effect of "Box of Friends" once per turn.
81599449	[INVALID_DATA]
81601517	Change 1 face-up Gemini monster you control to face-down Defense Position and negate the activation of an opponent's Spell Card, and destroy it.
81612598	1 "Metalfoes" monster + 1 monster with 2500 or less ATK
81616639	If this card in its owner's possession is destroyed by an opponent's card: You can target 1 Level 4 or lower monster in your GY, except "Zombina"; Special Summon it.
81618817	A wicked entity that manipulates enemies towards a path of destruction.
81661951	Once per turn, you can select 1 "Dragunity" card in your Spell & Trap Card Zone, and Special Summon it.
81665333	Return all monsters you control to the hand.
81670445	During the turn they are Special Summoned, Xyz Monsters you control cannot be destroyed by your opponent's card effects, also your opponent cannot target them with card effects. You can target 1 face-up Xyz Monster you control; it gains 300 ATK for each material currently attached to it, until the end of this turn, and if it does, and also has a material that is owned by your opponent, it can attack directly this turn (even if this card leaves the field). You can only use this effect of "Time Thief Hack" once per turn.
81674782	Any monster sent to the Graveyard is banished instead.
81686058	This monster blasts enemies with unexpected bursts of wind.
81752019	If this card is Normal Summoned: Draw 1 card, show it, then send it to the Graveyard unless it is a "Flower Cardian" monster. You can only use this effect of "Flower Cardian Pine" once per turn. If this card is destroyed by battle and sent to the Graveyard, or if this card in your possession is destroyed by an opponent's card effect and sent to your Graveyard: You can draw 1 card.
81755371	If you Tribute Summon a DARK Normal Monster, you can treat this 1 monster as 2 Tributes.
81756897	This card is used to Ritual Summon "Zera the Mant". You must also Tribute monsters from the field or your hand whose total Levels equal 8 or more.
81759748	Once per turn, you can increase the Level of 1 face-up Insect-Type monster you control by 2, until the End Phase.
81777047	Increase the ATK of all LIGHT monsters by 500 points and decrease their DEF by 400 points.
81782376	When you take battle damage: Draw 1 card. If this card in its owner's control is destroyed by an opponent's card effect: You can draw cards, equal to the number of "Dig of Destiny" in your Graveyard.
81788994	Each time a "Shaddoll" monster(s) is sent to the GY by a card effect, place 1 Spellstone Counter on this card for each sent monster. All monsters your opponent controls lose 100 ATK for each Spellstone Counter on this card during your opponent's turn only. Each time you Fusion Summon a "Shaddoll" Fusion Monster, you can remove 3 Spellstone Counters from this card to use 1 appropriate face-up monster your opponent controls as 1 of the Fusion Materials.
81791932	Activate only when a Reptile-Type monster you control is destroyed. Special Summon 1 Level 4 or lower Reptile-Type monster from your Deck.
81810441	Equip only to a "tellarknight" monster you control. It gains 500 ATK and DEF, also it is unaffected by your opponent's card effects. If you control a face-up monster that is not a "tellarknight" monster, destroy this card.
81816475	You can banish this card from your Graveyard; take 1 Xyz Material from a monster your opponent controls and attach it to an Xyz Monster you control as Xyz Material.
81820689	Select and see 1 card in your opponent's hand.
81823360	With its sound-baffling armor and gargantuan jaws, this primeval predator's phosphorescence was the only possible pardon for its primitive prey.
81843628	FLIP: Send the top 5 cards of your opponent's Deck to the Graveyard.
81846453	[INVALID_DATA]
81846636	If this card is sent to the Graveyard by a card effect: You can target 1 Normal Monster in your Graveyard; add that target to your hand.
81863068	FLIP: Your opponent draws 3 cards. Both players look at the cards. If there are any Spell Cards among them, discard all those Spell Card(s) to the Graveyard.
81866673	Once per turn: You can Tribute 1 other monster; this card gains 1000 ATK until the End Phase. If this card attacks, change it to Defense Position at the end of the Battle Phase. One time only, when you draw a Monster Card during your Draw Phase while this card is in your Graveyard: You can reveal it; Special Summon it. This card must be in the Graveyard to activate and to resolve this effect.
81873903	FLIP: Special Summon 1 "Evolsaur" monster from your Deck.
81896370	If you Tribute Summon this card by Tributing a WIND monster, return all Spell and Trap Cards on the field to the owners' hands.
81896771	This card can attack your opponent directly. When this card inflicts Battle Damage to your opponent by a direct attack, select 1 face-up monster on the field and remove it from play until the End Phase of this turn.
81907872	Cannot be Normal Summoned, unless you control a "Ghostrick" monster. Once per turn: You can change this card to face-down Defense Position. When a "Ghostrick" monster is destroyed by an opponent's card effect, or by battle with their attacking monster, and sent to your Graveyard: You can Special Summon this card from your hand in face-down Defense Position, and if you do, draw 1 card.
81913510	Send 1 face-up "Neo-Spacian" monster you control to the Graveyard. Special Summon 1 Level 4 monster with the same name from your Extra Deck.
81919143	Once per turn, during the End Phase, if this card destroyed an opponent's monster by battle and sent it to the Graveyard this turn while you controlled it: You can target 1 of those destroyed monsters in the Graveyard; Special Summon that target.
81927732	[INVALID_DATA]
81933259	This card is used to Ritual Summon "Fiend's Mirror". You must also Tribute monsters from the field or your hand whose total Levels equal 6 or more.
81954378	Equip only to "Guardian Dreadscythe". It gains 500 ATK for each monster in the Graveyards.
81962318	When this card is Normal or Special Summoned, you can send 1 Level 3 or lower Dragon-Type monster from your Deck to the Graveyard.
81974607	If you control a "Cipher" monster, you can Special Summon this card (from your hand). You can Tribute this card; increase the Levels of all "Cipher" monsters you control by 4 until the end of this turn.
81977953	Cannot be Normal Summoned or Set. Must be Special Summoned (from your hand) by banishing 2 WIND and 1 EARTH monsters from your GY. Once per turn: You can discard 1 card, then target 1 Spell/Trap on the field; destroy it.
81983656	[INVALID_DATA]
81985784	FLIP: Target 1 card in your Graveyard; shuffle that target into the Deck.
81992475	[INVALID_DATA]
81994591	Add 1 "Koa'ki Meiru" card from your Deck to your hand, except "Diamond Core of Koa'ki Meiru". You can banish this card from your Graveyard; for the rest of this turn, "Koa'ki Meiru" monsters you control cannot be destroyed.
81997228	[INVALID_DATA]
82003859	Each player must pay 500 Life Points to declare an attack.
82005435	By discarding 1 WIND monster from your hand to the Graveyard, return all Spell and Trap Cards on your opponent's side of the field to the owner's hand.
82012319	Once per turn: You can target 1 Level 4 or lower "Scrap" monster in your GY; Special Summon that target to either player's field.
82016179	Draw 3 cards, then, if you have a "Sylvan" card in your hand, reveal 2 cards from your hand including at least 1 "Sylvan" card, then place them on the top of the Deck in any order. Otherwise, reveal your entire hand, then place it on the top of the Deck in any order. You can only activate 1 "Sylvan Charity" per turn.
82035781	This card can attack twice during the same Battle Phase.
82044279	[INVALID_DATA]
82044280	[INVALID_DATA]
82045034	Target 1 Thunder monster in your GY; Special Summon it, then you can Special Summon as many monsters with that same name as possible from your GY. The monster(s) Special Summoned by this effect are banished when they leave the field, also while they are face-up on the field, you cannot Special Summon monsters, except Thunder monsters. You can only activate 1 "Thunder Dragons' Hundred Thunders" per turn.
82050203	If this card in your possession is sent to your Graveyard by an opponent's card effect: You can target 1 card your opponent controls; return it to the hand.
